"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Description","GeneSymbol","Synonym"
"Os09g0251100",4.23663026606796,5.23302081154158,1.28182263290403,4.08248432911963,4.45568174077784e-05,0.000142486353241162,"","Os09g0251100",""
"Os09g0252100",979.63994971673,1.56211946873692,0.160562813290528,9.72902402943304,2.26758075891697e-22,3.09894365491924e-21,"","Os09g0252100",""
"Os09g0255000",709.053460109249,1.19088101843588,0.307669035571415,3.87065606463818,0.000108542841775027,0.000327691725436802,"","OSINV1",""
"Os09g0255200",8.8887206464582,2.65086990177805,0.758987774235847,3.49263847424547,0.00047827354648344,0.00130093134934902,"","Os09g0255200",""
"Os09g0259200",49.7613557178643,1.30527485472167,0.287787020621327,4.53555845535911,5.74512626424452e-06,2.08811784434776e-05,"","OsSWEET7d",""
"Os09g0260900",21.0898694832456,1.2707778734326,0.411997424505765,3.08443159555435,0.00203941502267934,0.00492021285461791,"","Os09g0260900",""
"Os09g0267300",69.0372858327953,2.59350104433167,0.283974873461997,9.13285394835732,6.67168383532918e-20,8.01669788496368e-19,"","Os09g0267300",""
"Os09g0272000",2520.67109095079,1.24922879533206,0.185076718394924,6.74978898570272,1.48060329714269e-11,9.7152828107268e-11,"","Os09g0272000",""
"Os09g0272300",293.288766552598,1.06855410604802,0.175132910948432,6.1013895118928,1.0515031426314e-09,5.82061960790397e-09,"","Os09g0272300",""
"Os09g0272600",12.1808715184445,4.19703620142158,1.03437116019876,4.05757271946279,4.95853801877697e-05,0.000157449309869585,"","Os09g0272600",""
"Os09g0273800",6.12911999772275,2.4293891064011,0.907981409802257,2.67559344296507,0.00745970749398857,0.015907493982146,"","Os09g0273800",""
"Os09g0274025",7.31974776717487,2.54365671242596,0.788036606064063,3.22784080441457,0.00124728366528211,0.00314064505840396,"","Os09g0274025",""
"Os09g0274100",9.01664419316863,2.43662838238523,0.736382870516283,3.30891507657816,0.000936582410827448,0.00241815000882255,"","Os09g0274100",""
"Os09g0277800",259.738440036196,2.2380070229002,0.304807277593901,7.34236741513084,2.09848367329791e-13,1.60872926897594e-12,"","Os09g0277800",""
"Os09g0278000",101.69568171007,4.67127076155825,0.379890660732432,12.2963558844853,9.47533530667833e-35,2.3956161519752e-33,"","Os09g0278000",""
"Os09g0279500",5553.7187322411,2.5757496147764,0.209167864796299,12.3142702502836,7.58985933720749e-35,1.92875840818451e-33,"","Os09g0279500",""
"Os09g0280750",15.087121715387,6.3309659554304,1.09599594595196,5.77645015824531,7.62930882828626e-09,3.86725419063929e-08,"","Os09g0280750",""
"Os09g0282701",32.8620863882875,1.04656153811022,0.373491991154146,2.8020990085388,0.00507712894093527,0.011262962106684,"","Os09g0282701",""
